src,tgr
您能把收音机开小声一点吗？,Could you turn down the radio?
我們可以一起走著去。,We could walk there together.
你喜歡看電影嗎？,Do you like to watch movies?
她坐在長椅上。,She's sitting on the bench.
她還不會騎腳踏車。,She can't ride a bicycle yet.
请再给我一些水。,I would like to have some more water.
一輛車齡八年的車子幾乎是毫無價值的。,An eight-year-old car is almost worthless.
今天相當暖和。,It's fairly warm today.
去年他在海上度過了三個月。,"Last year, he spent three months at sea."
这是一笔不错的交易。,It's a good deal.
汤姆可能知道我是谁。,Tom probably knew who I was.
最近看了什么电影没有？,Have you seen any movies lately?
汤姆把他的太阳镜留在我的车的仪表板上了。,Tom left his sunglasses on the dashboard of my car.
他應該來的。,He was supposed to come.
這裡已經是午夜了。,It's almost midnight here.
在撒谎吧？,"You're lying, aren't you?"
汤姆小心翼翼地把刀子上的指纹擦掉。,Tom carefully wiped his fingerprints off the knife.
那就是我不赞同你的计划的原因。,That's why I don't approve of your plan.
没有电视，我无法生活。,I can't live without TV.
刚开始下雨。,It just started to rain.
上帝賜予我健康的身體。,I am blessed with good health.
没那么冷。,It wasn't that cold.
汤姆告诉我他丢了课本。,Tom told me he had lost his textbook.
我在車站遇見他。,I met him at the station.
不要擔心。你辦得到的。,Don't worry. You'll make it.
这个女孩没有母亲。,The girl has no mother.
我媽媽留了口信給我。,My mother left me a message.
我很小的时候就游得很好了。,"Even when I was a child, I was able to swim well."
你應該得到這個獎金。,You deserve the prize.
他的說明並不清楚。,His explanation really isn't clear.
請幫我做個奶昔。,Please make a milkshake for me.
靠你的收入你不能過活嗎?,Can't you get by on your salary?
她用漂亮的家具佈置了房間。,She furnished the room with beautiful furniture.
他有可能赢得比赛。,He is likely to win the game.
我記不得了。,I don't remember.
我們在哪裡吃早餐？,Where are we eating breakfast?
他有麻烦。,He is in trouble.
我没去过澳大利亚。,I haven't been to Australia.
請關上門。,Please close the door.
他不是個高中生。,He is not a high school student.
我的工作是洗碗。,My job is washing dishes.
船從橋下通過。,The boat passed under the bridge.
很明顯。,It's obvious.
你太年轻了，还不能做这个。,You're still too young for that.
他喜歡茶。,He likes tea.
请写信告诉我你们学校的情况。,Please write to me about conditions at your school.
沒有人能無所不知。,Nobody can know everything.
這可能不是一顆真的鑽石。,This might not be a genuine diamond.
你只会逃避生活问题。,You're just running away from life's problems.
你以后再也不会看到它了。,You'll never see that again.
看来她已经收到了钱。,It seemed that she had already received the money.
她教閱讀和寫作。,She teaches reading and writing.
請帶我到處看看。,Please show me around.
我要买什么？,What should I buy?
省下了一分錢，就等於賺了一分錢。,A penny saved is a penny earned.
他已經離得太遠聽不到我們了。,He's already too far away to hear us.
不會花很多時間的。,It won't take long.
这辆自行车是谁的？,Whose is this bicycle?
请回答我的问题。,Please answer my question.
我一无所知。,I've no idea.
你會在哪裡？,Where are you going to be?
汤姆已经睡了。,Tom has already gone to bed.
我要控告你。,I will sue you.
你能告訴我跳蚤市場在哪裡嗎？,Can you tell me where the flea market is?
你最害怕的是什么？,What's your biggest fear?
你擅长烹饪吗？,Are you good at cooking?
我該高興。,I should be happy.
他很擅長彈吉他。,He's very good at playing guitar.
我很難解決這個問題。,I had difficulty working out the problem.
你的项目进展得怎么样？,How's your project going?
這張書桌比那張好。,This desk is better than that one.
聊勝於無、有比沒有好。,Half a loaf is better than none.
我年輕時經常爬樹。,"When I was young, I used to climb trees a lot."
您可以再重复一遍刚才说的话吗？,Could you please repeat what you just said?
學校下週開學。,School starts next week.
這個男孩喜歡繪畫。,The boy enjoyed painting a picture.
他比任何人都好。,He is better than anyone else.
湯姆不吃肉，瑪麗也是。,Tom doesn't eat meat and neither does Mary.
我在他的理論中找不到任何問題。,I can't find anything wrong with his theory.
去度假的时候我要租辆车。,"When I go on vacation, I'll rent a car."
我們六點開始。,We started at six.
现在的日本与二十年前大不相同。,Japan is now very different from what it was twenty years ago.
我们知道我们的权利。,We know our rights.
我在回家的路上遇見了他。,I met him on my way home.
這不是給你的。,This isn't for you.
他扔了一塊石頭到池塘裡。,He threw a stone into the pond.
得不到的东西就最想得到。,It is the things that we do not possess which seem to us most desirable.
我訂閱了兩份報紙。,I subscribe to two newspapers.
我找不到我的手提箱。,I can't find my suitcase.
别让他失望。,Don't disappoint him.
日本的人口密度很高。,Japan has a high population density.
天气非常寒冷。,It's very cold.
我會在星期一給你打電話。,I'll call you on Monday.
電影什麼時候開始？,When does the movie start?
我发誓我不会做这种事。,I swear I will never do such a thing.
他們總是早起，即使是在周日。,"They always wake up early, even on Sundays."
我不确定他什么时候来。,I'm not sure when he'll come.
这支钢笔要多少钱？,What does this pen cost?
我从没去过纽约，我妹妹也没有。,"I've never been to New York, and my sister hasn't, either."
这就是我关于他知道的一切。,This is all that I know about him.
哪本是你們的書？,Which book is yours?
我需要很多書。,I need a lot of books.
请给我些时间来解释。,Please give me a minute to explain.
紅綠燈變成綠色了。,The light turned green.
這是只給你的。,This is just for you.
已經花費了很多的時間和精力。,A considerable amount of time and effort have been spent already.
是的，我知道。,"Yes, I know."
我們在我們的花園裡種蔬菜。,We grow vegetables in our garden.
叶子落了。,The leaves fell.
他繼續工作了一整天。,He continued working all day.
我改了一下我网站的版面设计。,I've changed my website's layout.
决不放弃。,Never give up.
繼續工作！,Carry on with your work.
他把球扔了。,He threw the ball.
整个国家被大雪覆盖了。,The whole country was covered in snow.
我以為湯姆在睡覺。,I think Tom is sleeping.
汤姆昨晚看来很健康。,Tom looked pretty healthy last night.
多少錢？,How much did that cost?
它不是猫。它是狗。,It's not a cat. It's a dog.
無論你去哪裡我都會跟著你。,I'll follow you wherever you go.
她现在依然依靠父母生活。,She's still dependent on her parents.
請小心駕駛。,Please drive carefully.
这是我和汤姆最困惑的部分。,That was the part that Tom and I were most confused about.
汤姆天亮前就到这了。,Tom arrived here before sunrise.
我想最好還是保持沉默。,I thought it best to remain silent.
我上週跟我叔叔住在一起。,I stayed with my uncle last week.
我們在花園裡摘花。,We picked flowers in the garden.
要是我很忙，我可能就会迟到。,If I am busy then I may arrive late.
难民从整个国家涌来。,Refugees poured in from all over the country.
請給我看一下你的筆記本電腦。,Let me have a look at your notebook.
那个时候，没有人在这个岛上生活。,No one lived on the island at that time.
我要去看電影。,I want to go to see a movie.
什么时候开始？,When does it begin?
我会在明天午饭前回来。,I'll be back before lunch tomorrow.
把汤姆带到这里来。,Bring Tom here.
六七月份雨很多。,We have a lot of rain in June and July.
當我回家時，我遇見了他。,I met him while I was coming home.
我的血压很低。,I have low blood pressure.
伦敦有很多公园。,There are a lot of parks in London.
那男人是谁？,Who's that man?
你是个好厨师。,You're a good cook.
我爱您。,I love you.
现在是八点一刻。,It's a quarter past eight.
我妹妹21岁，是个大学生。,My sister is twenty-one years old and a college student.
我使用这个。,I use this.
你在波士顿花了多少钱？,How much money did you spend in Boston?
我想用支票付款。,I'd like to pay by check.
你的袜子上有个大洞。,You've got a big hole in your sock.
讓我們開車到湖邊。,Let's drive to the lake.
人们应该被鼓励。,People should be encouraged.
"這個工人本來應該在中午十二點到達, 但他被交通堵塞困住了幾個小時。","The handyman was supposed to arrive at twelve noon, but got stuck in a traffic jam for a few hours."
我们7点左右碰头。,See you about 7.
完全睡不着。,I can't sleep at all.
