src,trg
他把我誤認為我的雙胞胎兄弟。,He mistook me for my twin brother.
那是困难时期。,Those were difficult times.
他去過體育館。,He's been to the stadium.
我们在湖里游了泳。,We swam in the lake.
天气又冷又湿。,"The weather was not only cold, it was also damp."
我住在波士顿，但我出生在芝加哥。,"I live in Boston, but I was born in Chicago."
感谢你的到来，汤姆。,"Thank you for coming, Tom."
事实显而易见。,The facts are clear.
既要马好，又要马不吃草。,You can't have it both ways.
直到那时，他才意识到他已经上当受骗。,Only then did he realize he had been deceived.
纸是由木制成的。,Paper is made from wood.
昨天我收到了她的信。,I received her letter yesterday.
汤姆意识到该走了。,Tom realized it was time to leave.
我不要.,I don't want it.
今天下午我會外出。,I am going out this afternoon.
你能给我土豆泥吗？,"Would you pass the mashed potatoes, please?"
帮我看会儿孩子。,Keep an eye on the child for me for a moment.
他们说她是在德国出生的。,They say that she was born in Germany.
日本不像加拿大那么大。,Japan is not as big as Canada.
如果你不会说英语，你就很难得到一个好的职位。,You're much less likely to get a good position if you don't speak English.
他们是从法国南部来的。,They come from the south of France.
这颗钻石不是真的。,This diamond is not real.
我知道湯姆累。,I know that Tom is tired.
这是我的字典。,This is my dictionary.
你們叫什麼名字?,What are your names?
汤姆不是这里唯一的好歌手。,Tom isn't the only one here who's a good singer.
湯姆喜歡游泳。,Tom likes swimming.
他们差六岁。,The difference in their ages is six years.
我今晚可以借一下你的车吗？,Can I borrow your car tonight?
汤姆应该感谢我。,Tom should thank me.
我們打牌玩得很開心。,We had a good time playing cards.
当我看到这张图片的时候总是哭。,I always cry when I see this picture.
汤姆换上制服。,Tom changed into his uniform.
汤姆跟我说我不应该晚上一个人出门。,Tom told me that I shouldn't go out alone at night.
沒有防傻的安全系統。,No security system is foolproof.
我不会再说了。,I won't say it again.
很抱歉那个问题我不赞成你。,I'm sorry I don't agree with you on that matter.
太阳在西边落下。,The sun sets in the west.
他已卧病在床四天了。,He has been ill in bed for four days.
那个谣言很快传播开来。,That rumor soon spread.
土豆太热，以至于烫到了我的嘴。,The potato was so hot that it burned my mouth.
我们为她的安全担忧。,We are anxious about her safety.
我们必须走了。,We have to go.
她給了我一些實用的建議。,She gave me some practical advice.
我泡了个澡身体暖和起来了。,I warmed myself in the bath.
这是场长久的战争。,It's been a long war.
汤姆得保护自己。,Tom has to protect himself.
對事情比較正經嚴肅。,Take things a little more seriously.
我们不要再说废话了。,Let's end this nonsense.
明天的天气预报怎么说？,What's the weather forecast for tomorrow?
你记日记吗？,Do you keep a diary?
我家离这里五个街区远。,My house is five blocks away.
她在他耳邊低聲說話。,She whispered something into his ear.
他被选为总统。,He was elected president.
那是我的照片嗎？,Is that a picture of me?
你甚沒問過我怎麼想。,You haven't even asked me what I think.
培养政治意识要花费时间。,Developing political awareness takes time.
重新启动你的电脑。,Restart your computer.
我今天感覺比昨天好。,Today I feel better than I did yesterday.
它很正常。,It's very normal.
你的问题类似于我的。,Your problem is similar to mine.
汤姆必须留下。,Tom needs to stay behind.
一公斤香蕉多少錢?,How much does a kilo of bananas cost?
记住我的级别在你的之上。,Remember that I outrank you.
这辆车需要清洗。,This car needs to be washed.
好，定了。,All right. It's a deal.
我就是想让你看看这个。,I just wanted you to look at this.
比萨是种适合现在的生活方式的食物。,Pizza is the kind of food that fits into today's life style.
這個解釋不是很令人滿意。,The explanation is by no means satisfactory.
郵局在街那頭。,The post office is down the street.
我希望你别死。,I hope you don't die.
聖誕節是12月25日。,Christmas is December 25th.
關閉所有的門和窗戶。,Shut all the doors and windows.
我需要你幫我找湯姆。,I need you to help me find Tom.
湖上有一些船。,There were some boats on the lake.
对不起，我迟到了。,Sorry for being late.
我也喜歡湯姆。,"I like Tom, too."
他是个棒球手。,He is a baseball player.
汤姆找不到他的包了。,Tom can't find his bag.
我另有计划。,I made other plans.
汤姆不想给玛丽一分钱。,Tom had no intention of giving Mary any money.
我不确定该前进还是后退。,I was uncertain whether to advance or to retreat.
你看來在等人。,You seem to be waiting for somebody.
我忽然想起了我死去的妈妈。,I suddenly thought of my dead mother.
你想跟我说什么？,What do you want to tell me?
已经是时候回去了。,It's already time to go home.
我从没听说过这个演员。,I've never heard of this actor.
下周我会给你写信或打电话的。,I'll write or phone you next week.
这部小说很难读懂。,This novel is very difficult to understand.
汤姆说他不觉得玛丽要去做那件事。,Tom says he doesn't think Mary needed to do that.
由于某些原因，她看起来很忧伤。,She looks blue for some reason.
我不知道她為什麼如此生氣。,I have no idea why she got so angry.
为什么是我？,Why me?
你一准备好，我们就走。,We'll leave as soon as you're ready.
我应该去做。,I should do it.
汤姆还没对我们说他希望我们买什么呢。,Tom hasn't yet told us what he wants us to buy.
这是最好的。,This is the best.
你最喜欢的iPad应用是什么?,What's your favorite iPad app?
这条河是欧洲最宽的。,This river is the widest in Europe.
他闖入一間房子。,He broke into a house.
汤姆说他不确定玛丽想做什么。,Tom said he wasn't sure what Mary wanted to do.
你的電腦怎麼了？,What happened to your computer?
汤姆一定很不高兴。,Tom must've been displeased.
他没疯。,He is no fool.
你游泳游得比我好。,You swim better than me.
我丢了我的票。我該怎麼辦？,I lost my ticket. What should I do?
我賭她贏這比賽。,I made a bet that she would win the game.
看來你需要幫助。,It looks like you need help.
她烫了他的衬衫。,She ironed his shirts.
我就指望你了。,I'm counting on you.
我需要更多时间。,I need more time.
这只是幻想而已。,That's just your imagination.
我趕快跑走了。,I ran away in a hurry.
不少人有兩輛汽車。,Quite a few people have two cars.
大家都玩爱情游戏。,Everybody plays the game of love.
我有一些朋友。,I've got a few friends.
汤姆是这个班级里唯一的男生。,Tom was the only guy in the class.
在轉角有一家酒吧。,There's a pub just around the corner.
我做得不如以前好了。,I don't do that as well as I used to.
池塘上有座桥。,There is a bridge over the pond.
他們的損失到達了一百萬日圓。,Their losses reached one million yen.
他不顧我的忠告。,He disregarded my advice.
她輕輕地推了門。,She gave the door a gentle push.
汤姆病了。,Tom is sick.
上帝創造了天地。,God created the heaven and the earth.
我單身。,I'm not married.
汤姆有回应了吗？,Did Tom reply?
他自杀了。,He committed suicide.
我家後面有條胡同。,There's an alley behind my house.
你很健忘。,You're apt to be forgetful.
我有两个兄弟和三个姐妹。,I have two brothers and three sisters.
他迅速瞥了一眼杂志。,He took a quick look at the magazine.
湯姆應該知道有誰可以教我們法文。,Tom probably knows someone who can teach us French.
我好累啊。,I'm so tired.
我三点钟来接你。,I'll pick you up at three.
她現在忙，沒有辦法跟你們說話。,She's busy now and can't talk with you.
汤姆想学唱法语歌。,Tom wants to learn to sing in French.
你應該試著更有禮貌。,You should try to be more polite.
我起了个大早为了赶第一班火车。,I got up early enough to catch the first train.
他在银行里有大量钱财。,He has a lot of money in the bank.
我是据我所知最懒的人。,I am the laziest person I know.
他收入可观。,He has a nice income.
我需要新鲜空气。,I need fresh air.
有些人害怕婚姻。,Marriage frightens some people.
他想去美國。,He wants to go to the United States.
我已经读过很多种类的书了。,I've read many kinds of books.
我开车来的。,I came by car.
给我老公打电话。,Call my husband.
